"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1","bat","trophic","roost","X.N.A","usageKey_gbif","scientificName_gbif","rank_gbif","status_gbif","confidence_gbif","matchType_gbif","kingdom_gbif","phylum_gbif","order_gbif","family_gbif","genus_gbif","kingdomKey_gbif","phylumKey_gbif","classKey_gbif","orderKey_gbif","familyKey_gbif","genusKey_gbif","synonym_gbif","class_gbif","species_gbif","speciesKey_gbif","acceptedUsageKey_gbif","phylum_Expert","class_Expert","order_Expert","family_Expert","genus_Expert","species_Expert","canonicalName_Expert","authorship_Expert","scientificName_normalized_GBIF","key_GBIF","TaxonMatch_GBIF","confidence_GBIF","status_GBIF","rank_GBIF","kingdom_GBIF","phylum_GBIF","class_GBIF","order_GBIF","family_GBIF","genus_GBIF","species_GBIF","canonicalName_GBIF","authorship_GBIF","scientificName_normalized_Expert","key_GBIF.1"
"1","AdamHubert1976-a1","Nycteris macrotis Dobson, 1876","Adansonia digitata L.","roost in","Africa","Senegal","tree",NA,NA,"yes",NA,5406695,"Adansonia digitata L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malvales","Malvaceae","Adansonia",6,7707728,220,941,6685,3152213,FALSE,"Magnoliopsida","Adansonia digitata",5406695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","AdamHubert1976-b1","Nycteris grandis Peters, 1865","Nycteris macrotis Dobson, 1876","co-roosts with","Africa","Senegal","tree","yes",NA,NA,NA,5218609,"Nycteris macrotis Dobson, 1876","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Nycteridae","Nycteris",1,44,359,734,5448,2432739,FALSE,"Mammalia","Nycteris macrotis",5218609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","AdamHubert1976-b2","Nycteris macrotis Dobson, 1876","Nycteris grandis Peters, 1865","co-roosts with","Africa","Senegal","tree","yes",NA,NA,NA,5218616,"Nycteris grandis Peters, 1865","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Nycteridae","Nycteris",1,44,359,734,5448,2432739,FALSE,"Mammalia","Nycteris grandis",5218616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","AdamHubert1976-b3","Nycteris macrotis Dobson, 1876","Nycteris thebaica E.Geoffroy, 1818","co-roosts with","Africa","Senegal","tree","yes",NA,NA,NA,5218614,"Nycteris thebaica E.Geoffroy, 1818","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Nycteridae","Nycteris",1,44,359,734,5448,2432739,FALSE,"Mammalia","Nycteris thebaica",5218614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","AdamHubert1976-b4","Nycteris thebaica E.Geoffroy, 1818","Nycteris gambiensis (K.Andersen, 1912)","co-roosts with","Africa","Senegal","anthropogenic","yes",NA,NA,NA,5218611,"Nycteris gambiensis (K.Andersen, 1912)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Nycteridae","Nycteris",1,44,359,734,5448,2432739,FALSE,"Mammalia","Nycteris gambiensis",5218611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","AdamHubert1976-b5","Nycteris thebaica E.Geoffroy, 1818","Nycteris macrotis Dobson, 1876","co-roosts with","Africa","Senegal","tree","yes",NA,NA,NA,5218609,"Nycteris macrotis Dobson, 1876","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Nycteridae","Nycteris",1,44,359,734,5448,2432739,FALSE,"Mammalia","Nycteris macrotis",5218609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Alcalde1999-a14","Nyctalus noctula (Schreber, 1774)","Aesculus hippocastanum L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3189815,"Aesculus hippocastanum L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Sapindales","Sapindaceae","Aesculus",6,7707728,220,933,6657,3189801,FALSE,"Magnoliopsida","Aesculus hippocastanum",3189815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Alcalde1999-a15","Nyctalus noctula (Schreber, 1774)","Aesculus hippocastanum L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3189815,"Aesculus hippocastanum L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Sapindales","Sapindaceae","Aesculus",6,7707728,220,933,6657,3189801,FALSE,"Magnoliopsida","Aesculus hippocastanum",3189815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Alcalde1999-a16","Nyctalus noctula (Schreber, 1774)","Aesculus hippocastanum L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3189815,"Aesculus hippocastanum L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Sapindales","Sapindaceae","Aesculus",6,7707728,220,933,6657,3189801,FALSE,"Magnoliopsida","Aesculus hippocastanum",3189815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Alcalde1999-a17","Nyctalus noctula (Schreber, 1774)","Aesculus hippocastanum L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3189815,"Aesculus hippocastanum L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Sapindales","Sapindaceae","Aesculus",6,7707728,220,933,6657,3189801,FALSE,"Magnoliopsida","Aesculus hippocastanum",3189815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Alcalde1999-a18","Nyctalus noctula (Schreber, 1774)","Aesculus hippocastanum L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3189815,"Aesculus hippocastanum L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Sapindales","Sapindaceae","Aesculus",6,7707728,220,933,6657,3189801,FALSE,"Magnoliopsida","Aesculus hippocastanum",3189815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Alcalde1999-a19","Nyctalus noctula (Schreber, 1774)","Populus nigra L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3040227,"Populus nigra L.","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Populus",6,7707728,220,1414,6664,3040183,FALSE,"Magnoliopsida","Populus nigra",3040227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Alcalde1999-a2","Nyctalus noctula (Schreber, 1774)","Aesculus hippocastanum L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3189815,"Aesculus hippocastanum L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Sapindales","Sapindaceae","Aesculus",6,7707728,220,933,6657,3189801,FALSE,"Magnoliopsida","Aesculus hippocastanum",3189815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Alcalde1999-a20","Nyctalus noctula (Schreber, 1774)","Populus alba L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3040233,"Populus alba L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Populus",6,7707728,220,1414,6664,3040183,FALSE,"Magnoliopsida","Populus alba",3040233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Alcalde1999-a21","Nyctalus noctula (Schreber, 1774)","Populus alba L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3040233,"Populus alba L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Populus",6,7707728,220,1414,6664,3040183,FALSE,"Magnoliopsida","Populus alba",3040233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Alcalde1999-a3","Nyctalus noctula (Schreber, 1774)","Populus alba L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3040233,"Populus alba L.","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Populus",6,7707728,220,1414,6664,3040183,FALSE,"Magnoliopsida","Populus alba",3040233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Alcalde1999-a4","Nyctalus noctula (Schreber, 1774)","Fraxinus excelsior L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3172358,"Fraxinus excelsior L.","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Lamiales","Oleaceae","Fraxinus",6,7707728,220,408,6652,3172323,FALSE,"Magnoliopsida","Fraxinus excelsior",3172358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Alcalde1999-a5","Nyctalus noctula (Schreber, 1774)","Populus nigra L.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3040227,"Populus nigra L.","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Malpighiales","Salicaceae","Populus",6,7707728,220,1414,6664,3040183,FALSE,"Magnoliopsida","Populus nigra",3040227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Alcalde1999-a6","Nyctalus noctula (Schreber, 1774)","Ailanthus altissima (Mill.) Swingle","roost in","Europe","Spain","tree",NA,NA,"yes",NA,3190653,"Ailanthus altissima (Mill.) Swingle","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Sapindales","Simaroubaceae","Ailanthus",6,7707728,220,933,2395,3190652,FALSE,"Magnoliopsida","Ailanthus altissima",3190653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Alcalde1999-a8","Nyctalus noctula (Schreber, 1774)","Platanus hispanica Ten.","roost in","Europe","Spain","tree",NA,NA,"yes",NA,7300214,"Platanus hispanica Ten.","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Proteales","Platanaceae","Platanus",6,7707728,220,400,6693,3152811,FALSE,"Magnoliopsida","Platanus hispanica",7300214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Alcalde1999-b2","Nyctalus noctula (Schreber, 1774)","Nyctalus leisleri (Kuhl, 1817)","co-roosts with","Europe","Spain","anthropogenic","yes",NA,"yes",NA,5218522,"Nyctalus leisleri (Kuhl, 1817)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Vespertilionidae","Nyctalus",1,44,359,734,9368,5218521,FALSE,"Mammalia","Nyctalus leisleri",5218522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Aldridge1990-a1","Nycteris thebaica E.Geoffroy, 1818","Acacia albida Rojas Acosta","roost in","Africa","Zimbabwe","tree",NA,NA,"yes",NA,7751817,"Acacia albida Rojas Acosta","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Fabales","Fabaceae","Acacia",6,7707728,220,1370,5386,2978223,FALSE,"Magnoliopsida","Acacia albida",7751817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Aldridge1990-a5","Nycteris grandis Peters, 1865","Acacia albida Rojas Acosta","roost in","Africa","Zimbabwe","tree",NA,NA,"yes",NA,7751817,"Acacia albida Rojas Acosta","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Fabales","Fabaceae","Acacia",6,7707728,220,1370,5386,2978223,FALSE,"Magnoliopsida","Acacia albida",7751817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Aldridge1990-b1","Nycteris thebaica E.Geoffroy, 1818","Nycteris grandis Peters, 1865","co-roosts with","Africa","Zimbabwe","tree","yes",NA,NA,NA,5218616,"Nycteris grandis Peters, 1865","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Nycteridae","Nycteris",1,44,359,734,5448,2432739,FALSE,"Mammalia","Nycteris grandis",5218616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","AlonsoMejÍa1991-b1","Carollia perspicillata (Linnaeus, 1758)","Anoura caudifer (E.Geoffroy, 1818)","co-roosts with","","","not specified","yes",NA,NA,NA,5963040,"Anoura caudifer (E.Geoffroy, 1818)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Anoura",1,44,359,734,9366,5963037,FALSE,"Mammalia","Anoura caudifer",5963040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","AlonsoMejÍa1991-b1","Carollia perspicillata (Linnaeus, 1758)","Anoura caudifer (E.Geoffroy, 1818)","co-roosts with","","","not specified","yes",NA,NA,NA,5963040,"Anoura caudifer (E.Geoffroy, 1818)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Anoura",1,44,359,734,9366,5963037,FALSE,"Mammalia","Anoura caudifer",5963040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","AlonsoMejÍa1991-b1","Carollia perspicillata (Linnaeus, 1758)","Anoura caudifer (E.Geoffroy, 1818)","co-roosts with","","","not specified","yes",NA,NA,NA,5963040,"Anoura caudifer (E.Geoffroy, 1818)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Anoura",1,44,359,734,9366,5963037,FALSE,"Mammalia","Anoura caudifer",5963040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","AlonsoMejÍa1991-b10","Micronycteris megalotis (Gray, 1842)","Myotis nigricans (Schinz, 1821)","co-roosts with","","","not specified","yes",NA,NA,NA,2432448,"Myotis nigricans (Schinz, 1821)","SPECIES","ACCEPTED",98,"HIGHERRANK","Animalia","Chordata","Chiroptera","Vespertilionidae","Myotis",1,44,359,734,9368,2432384,FALSE,"Mammalia","Myotis nigricans",2432448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","AlonsoMejÍa1991-b10","Micronycteris megalotis (Gray, 1842)","Myotis nigricans (Schinz, 1821)","co-roosts with","","","not specified","yes",NA,NA,NA,2432448,"Myotis nigricans (Schinz, 1821)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Vespertilionidae","Myotis",1,44,359,734,9368,2432384,FALSE,"Mammalia","Myotis nigricans",2432448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","AlonsoMejÍa1991-b10","Micronycteris megalotis (Gray, 1842)","Myotis nigricans (Schinz, 1821)","co-roosts with","","","not specified","yes",NA,NA,NA,2432448,"Myotis nigricans (Schinz, 1821)","SPECIES","ACCEPTED",98,"HIGHERRANK","Animalia","Chordata","Chiroptera","Vespertilionidae","Myotis",1,44,359,734,9368,2432384,FALSE,"Mammalia","Myotis nigricans",2432448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","AlonsoMejÍa1991-b10","Micronycteris megalotis (Gray, 1842)","Myotis nigricans (Schinz, 1821)","co-roosts with","","","not specified","yes",NA,NA,NA,2432448,"Myotis nigricans (Schinz, 1821)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Vespertilionidae","Myotis",1,44,359,734,9368,2432384,FALSE,"Mammalia","Myotis nigricans",2432448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","AlonsoMejÍa1991-b12","Micronycteris megalotis (Gray, 1842)","Peropteryx kappleri Peters, 1867","co-roosts with","","","not specified","yes",NA,NA,NA,2433142,"Peropteryx kappleri Peters, 1867","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Peropteryx",1,44,359,734,9615,2433139,FALSE,"Mammalia","Peropteryx kappleri",2433142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","AlonsoMejÍa1991-b12","Micronycteris megalotis (Gray, 1842)","Peropteryx kappleri Peters, 1867","co-roosts with","","","not specified","yes",NA,NA,NA,2433142,"Peropteryx kappleri Peters, 1867","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Peropteryx",1,44,359,734,9615,2433139,FALSE,"Mammalia","Peropteryx kappleri",2433142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","AlonsoMejÍa1991-b13","Micronycteris megalotis (Gray, 1842)","Peropteryx macrotis (Wagner, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,2433140,"Peropteryx macrotis (Wagner, 1843)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Peropteryx",1,44,359,734,9615,2433139,FALSE,"Mammalia","Peropteryx macrotis",2433140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","AlonsoMejÍa1991-b13","Micronycteris megalotis (Gray, 1842)","Peropteryx macrotis (Wagner, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,2433140,"Peropteryx macrotis (Wagner, 1843)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Peropteryx",1,44,359,734,9615,2433139,FALSE,"Mammalia","Peropteryx macrotis",2433140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","AlonsoMejÍa1991-b14","Micronycteris megalotis (Gray, 1842)","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","","","not specified","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","AlonsoMejÍa1991-b14","Micronycteris megalotis (Gray, 1842)","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","","","not specified","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","AlonsoMejÍa1991-b14","Micronycteris megalotis (Gray, 1842)","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","","","not specified","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","AlonsoMejÍa1991-b14","Micronycteris megalotis (Gray, 1842)","Phyllostomus hastatus (Pallas, 1767)","co-roosts with","","","not specified","yes",NA,NA,NA,2433279,"Phyllostomus hastatus (Pallas, 1767)","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Phyllostomus",1,44,359,734,9366,2433278,FALSE,"Mammalia","Phyllostomus hastatus",2433279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","AlonsoMejÍa1991-b15","Micronycteris megalotis (Gray, 1842)","Pteronotus parnellii (Gray, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,5218620,"Pteronotus parnellii (Gray, 1843)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Mormoopidae","Pteronotus",1,44,359,734,9616,2432761,FALSE,"Mammalia","Pteronotus parnellii",5218620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","AlonsoMejÍa1991-b15","Micronycteris megalotis (Gray, 1842)","Pteronotus parnellii (Gray, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,5218620,"Pteronotus parnellii (Gray, 1843)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Mormoopidae","Pteronotus",1,44,359,734,9616,2432761,FALSE,"Mammalia","Pteronotus parnellii",5218620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","AlonsoMejÍa1991-b15","Micronycteris megalotis (Gray, 1842)","Pteronotus parnellii (Gray, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,5218620,"Pteronotus parnellii (Gray, 1843)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Mormoopidae","Pteronotus",1,44,359,734,9616,2432761,FALSE,"Mammalia","Pteronotus parnellii",5218620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","AlonsoMejÍa1991-b15","Micronycteris megalotis (Gray, 1842)","Pteronotus parnellii (Gray, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,5218620,"Pteronotus parnellii (Gray, 1843)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Mormoopidae","Pteronotus",1,44,359,734,9616,2432761,FALSE,"Mammalia","Pteronotus parnellii",5218620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","AlonsoMejÍa1991-b15","Micronycteris megalotis (Gray, 1842)","Pteronotus parnellii (Gray, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,5218620,"Pteronotus parnellii (Gray, 1843)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Mormoopidae","Pteronotus",1,44,359,734,9616,2432761,FALSE,"Mammalia","Pteronotus parnellii",5218620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","AlonsoMejÍa1991-b15","Micronycteris megalotis (Gray, 1842)","Pteronotus parnellii (Gray, 1843)","co-roosts with","","","not specified","yes",NA,NA,NA,5218620,"Pteronotus parnellii (Gray, 1843)","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Chordata","Chiroptera","Mormoopidae","Pteronotus",1,44,359,734,9616,2432761,FALSE,"Mammalia","Pteronotus parnellii",5218620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","AlonsoMejÍa1991-b16","Micronycteris megalotis (Gray, 1842)","Saccopteryx leptura (Schreber, 1774)","co-roosts with","","","not specified","yes",NA,NA,NA,5218730,"Saccopteryx leptura (Schreber, 1774)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx leptura",5218730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","AlonsoMejÍa1991-b16","Micronycteris megalotis (Gray, 1842)","Saccopteryx leptura (Schreber, 1774)","co-roosts with","","","not specified","yes",NA,NA,NA,5218730,"Saccopteryx leptura (Schreber, 1774)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Emballonuridae","Saccopteryx",1,44,359,734,9615,2433096,FALSE,"Mammalia","Saccopteryx leptura",5218730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","AlonsoMejÍa1991-b17","Micronycteris megalotis (Gray, 1842)","Trachops cirrhosus (Spix, 1823)","co-roosts with","","","not specified","yes",NA,NA,NA,2433300,"Trachops cirrhosus (Spix, 1823)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Trachops",1,44,359,734,9366,2433299,FALSE,"Mammalia","Trachops cirrhosus",2433300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
