"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1","bat","trophic","roost","X.N.A","usageKey_gbif","scientificName_gbif","rank_gbif","status_gbif","confidence_gbif","matchType_gbif","kingdom_gbif","phylum_gbif","order_gbif","family_gbif","genus_gbif","kingdomKey_gbif","phylumKey_gbif","classKey_gbif","orderKey_gbif","familyKey_gbif","genusKey_gbif","synonym_gbif","class_gbif","species_gbif","speciesKey_gbif","acceptedUsageKey_gbif","phylum_Expert","class_Expert","order_Expert","family_Expert","genus_Expert","species_Expert","canonicalName_Expert","authorship_Expert","scientificName_normalized_GBIF","key_GBIF","TaxonMatch_GBIF","confidence_GBIF","status_GBIF","rank_GBIF","kingdom_GBIF","phylum_GBIF","class_GBIF","order_GBIF","family_GBIF","genus_GBIF","species_GBIF","canonicalName_GBIF","authorship_GBIF","scientificName_normalized_Expert","key_GBIF.1"
"373","BarbourDavis1969-b13","Mormoops megalophylla (Peters, 1864)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","BarbourDavis1969-b13","Mormoops megalophylla (Peters, 1864)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","BarbourDavis1969-b13","Mormoops megalophylla (Peters, 1864)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","BarbourDavis1969-b14","Tadarida brasiliensis (I.Geoffroy, 1824)","Leptonycteris sanborni Hoffmeister, 1957","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433314,"Leptonycteris sanborni Hoffmeister, 1957","SPECIES","SYNONYM",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Leptonycteris",1,44,359,734,9366,2433311,TRUE,"Mammalia","Leptonycteris yerbabuenae",2433312,2433312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","BarbourDavis1969-b14","Tadarida brasiliensis (I.Geoffroy, 1824)","Leptonycteris sanborni Hoffmeister, 1957","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433314,"Leptonycteris sanborni Hoffmeister, 1957","SPECIES","SYNONYM",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Leptonycteris",1,44,359,734,9366,2433311,TRUE,"Mammalia","Leptonycteris yerbabuenae",2433312,2433312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","BarbourDavis1969-b15","Tadarida brasiliensis (I.Geoffroy, 1824)","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",94,"FUZZY","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","BarbourDavis1969-b15","Tadarida brasiliensis (I.Geoffroy, 1824)","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","BarbourDavis1969-b15","Tadarida brasiliensis (I.Geoffroy, 1824)","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","BarbourDavis1969-b15","Tadarida brasiliensis (I.Geoffroy, 1824)","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",94,"FUZZY","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","BarbourDavis1969-b15","Tadarida brasiliensis (I.Geoffroy, 1824)","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","BarbourDavis1969-b15","Tadarida brasiliensis (I.Geoffroy, 1824)","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","BarbourDavis1969-b17","Tadarida brasiliensis (I.Geoffroy, 1824)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","BarbourDavis1969-b17","Tadarida brasiliensis (I.Geoffroy, 1824)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","BarbourDavis1969-b17","Tadarida brasiliensis (I.Geoffroy, 1824)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","BarbourDavis1969-b17","Tadarida brasiliensis (I.Geoffroy, 1824)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","BarbourDavis1969-b17","Tadarida brasiliensis (I.Geoffroy, 1824)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","BarbourDavis1969-b17","Tadarida brasiliensis (I.Geoffroy, 1824)","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","BarbourDavis1969-b18","Leptonycteris sanborni Hoffmeister, 1957","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",94,"FUZZY","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","BarbourDavis1969-b18","Leptonycteris sanborni Hoffmeister, 1957","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","BarbourDavis1969-b18","Leptonycteris sanborni Hoffmeister, 1957","Natalus stramineus Gray, 1838","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2432756,"Natalus stramineus Gray, 1838","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Natalidae","Natalus",1,44,359,734,9365,2432752,FALSE,"Mammalia","Natalus stramineus",2432756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","BarbourDavis1969-b2","Mormoops megalophylla (Peters, 1864)","Tadarida brasiliensis (I.Geoffroy, 1824)","co-roosts with","","","cave","yes",NA,NA,NA,2433011,"Tadarida brasiliensis (I.Geoffroy, 1824)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Molossidae","Tadarida",1,44,359,734,5719,2433008,FALSE,"Mammalia","Tadarida brasiliensis",2433011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","BarbourDavis1969-b2","Mormoops megalophylla (Peters, 1864)","Tadarida brasiliensis (I.Geoffroy, 1824)","co-roosts with","","","cave","yes",NA,NA,NA,2433011,"Tadarida brasiliensis (I.Geoffroy, 1824)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Molossidae","Tadarida",1,44,359,734,5719,2433008,FALSE,"Mammalia","Tadarida brasiliensis",2433011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","BarbourDavis1969-b20","Leptonycteris sanborni Hoffmeister, 1957","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","BarbourDavis1969-b20","Leptonycteris sanborni Hoffmeister, 1957","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","BarbourDavis1969-b20","Leptonycteris sanborni Hoffmeister, 1957","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","BarbourDavis1969-b22","Natalus stramineus Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","BarbourDavis1969-b23","Pteronotus davyi Gray, 1838","Macrotus waterhousii Gray, 1843","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433295,"Macrotus waterhousii Gray, 1843","SPECIES","ACCEPTED",84,"FUZZY","Animalia","Chordata","Chiroptera","Phyllostomidae","Macrotus",1,44,359,734,9366,2433294,FALSE,"Mammalia","Macrotus waterhousii",2433295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","BarbourDavis1969-b24","Macrotus waterhousii Gray, 1843","Tadarida brasiliensis (I.Geoffroy, 1824)","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433011,"Tadarida brasiliensis (I.Geoffroy, 1824)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Molossidae","Tadarida",1,44,359,734,5719,2433008,FALSE,"Mammalia","Tadarida brasiliensis",2433011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","BarbourDavis1969-b24","Macrotus waterhousii Gray, 1843","Tadarida brasiliensis (I.Geoffroy, 1824)","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433011,"Tadarida brasiliensis (I.Geoffroy, 1824)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Molossidae","Tadarida",1,44,359,734,5719,2433008,FALSE,"Mammalia","Tadarida brasiliensis",2433011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","BarbourDavis1969-b24","Macrotus waterhousii Gray, 1843","Tadarida brasiliensis (I.Geoffroy, 1824)","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433011,"Tadarida brasiliensis (I.Geoffroy, 1824)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Molossidae","Tadarida",1,44,359,734,5719,2433008,FALSE,"Mammalia","Tadarida brasiliensis",2433011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","BarbourDavis1969-b24","Macrotus waterhousii Gray, 1843","Tadarida brasiliensis (I.Geoffroy, 1824)","co-roosts with","Central America","Mexico","cave","yes",NA,NA,NA,2433011,"Tadarida brasiliensis (I.Geoffroy, 1824)","SPECIES","ACCEPTED",98,"EXACT","Animalia","Chordata","Chiroptera","Molossidae","Tadarida",1,44,359,734,5719,2433008,FALSE,"Mammalia","Tadarida brasiliensis",2433011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
