"","occurenceId","sourceTaxonName","targetTaxonName","interactionTypeName","localityContinent","localityCountry","roostCat1"
"1259","BarbourDavis1969-a48","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1260","BarbourDavis1969-a480","Eptesicus fuscus","","roost in","North America","United States","cave"
"1261","BarbourDavis1969-a481","Eptesicus fuscus","","roost in","","","cave"
"1262","BarbourDavis1969-a482","Eptesicus fuscus","","roost in","","","anthropogenic"
"1263","BarbourDavis1969-a483","Eptesicus fuscus","","roost in","","","anthropogenic"
"1264","BarbourDavis1969-a484","Eptesicus fuscus","","roost in","","","anthropogenic"
"1265","BarbourDavis1969-a485","Eptesicus fuscus","","roost in","","","anthropogenic"
"1266","BarbourDavis1969-a486","Eptesicus fuscus","","roost in","","","anthropogenic"
"1267","BarbourDavis1969-a487","Eptesicus fuscus","","roost in","","","anthropogenic"
"1268","BarbourDavis1969-a488","Eptesicus fuscus","","roost in","North America","United States","cave"
"1269","BarbourDavis1969-a489","Eptesicus fuscus","","roost in","North America","United States","rock shelter"
"1270","BarbourDavis1969-a49","Tadarida brasiliensis","","roost in","Central America","Mexico","cave"
"1271","BarbourDavis1969-a490","Eptesicus fuscus","","roost in","","","anthropogenic"
"1272","BarbourDavis1969-a491","Eptesicus fuscus","","roost in","North America","United States","anthropogenic"
"1273","BarbourDavis1969-a492","Eptesicus fuscus","","roost in","North America","United States","anthropogenic"
"1274","BarbourDavis1969-a493","Eptesicus fuscus","","roost in","North America","United States","anthropogenic"
"1275","BarbourDavis1969-a494","Eptesicus fuscus","","roost in","North America","Canada","anthropogenic"
"1276","BarbourDavis1969-a495","Eptesicus fuscus","","roost in","North America","Canada","anthropogenic"
"1277","BarbourDavis1969-a496","Eptesicus fuscus","","roost in","","","cave"
"1278","BarbourDavis1969-a497","Lasiurus borealis","Ulmus americana","roost in","North America","United States","foliage"
"1279","BarbourDavis1969-a498","Lasiurus borealis","","roost in","North America","United States","foliage"
"1280","BarbourDavis1969-a499","Lasiurus borealis","","roost in","North America","United States","tree"
"1281","BarbourDavis1969-a5","Mormoops megalophylla","","roost in","North America","United States","cave"
"1282","BarbourDavis1969-a50","Choeronycteris mexicana","","roost in","North America","United States","anthropogenic"
"1283","BarbourDavis1969-a500","Lasiurus borealis","","roost in","North America","United States","foliage"
"1284","BarbourDavis1969-a501","Lasiurus borealis","","roost in","North America","United States","foliage"
"1285","BarbourDavis1969-a502","Lasiurus borealis","","roost in","North America","United States","foliage"
"1286","BarbourDavis1969-a503","Lasiurus borealis","","roost in","","","foliage"
"1287","BarbourDavis1969-a504","Lasiurus borealis","Helianthus","roost in","North America","United States","foliage"
"1288","BarbourDavis1969-a505","Lasiurus borealis","","roost in","North America","United States","cave"
"1289","BarbourDavis1969-a506","Lasiurus borealis","","roost in","North America","United States","cave"
"1290","BarbourDavis1969-a507","Lasiurus borealis","","roost in","North America","United States","cave"
"1291","BarbourDavis1969-a508","Lasiurus borealis","","roost in","North America","United States","cave"
"1292","BarbourDavis1969-a509","Lasiurus borealis","","roost in","North America","United States","cave"
"1293","BarbourDavis1969-a51","Choeronycteris mexicana","","roost in","North America","United States","anthropogenic"
"1294","BarbourDavis1969-a510","Lasiurus borealis","","roost in","North America","United States","tree"
"1295","BarbourDavis1969-a511","Lasiurus borealis","Prunus","roost in","North America","United States","tree"
"1296","BarbourDavis1969-a512","Lasiurus borealis","","roost in","North America","United States","tree"
"1297","BarbourDavis1969-a513","Lasiurus borealis","Sparmannia africana","roost in","North America","United States","tree"
"1298","BarbourDavis1969-a514","Lasiurus seminolus","Tillandsia usneoides","roost in","North America","United States","foliage"
"1299","BarbourDavis1969-a515","Lasiurus seminolus","","roost in","North America","United States","tree"
"1300","BarbourDavis1969-a516","Lasiurus seminolus","Tillandsia usneoides","roost in","North America","United States","foliage"
"1301","BarbourDavis1969-a517","Lasiurus cinereus","","roost in","","","foliage"
"1302","BarbourDavis1969-a518","Lasiurus cinereus","","roost in","North America","Canada","nest"
"1303","BarbourDavis1969-a519","Lasiurus cinereus","","roost in","","","foliage"
"1304","BarbourDavis1969-a52","Leptonycteris nivalis","","roost in","North America","United States","cave"
"1305","BarbourDavis1969-a520","Lasiurus cinereus","Picea abies","roost in","North America","United States","foliage"
"1306","BarbourDavis1969-a521","Lasiurus borealis","","roost in","North America","United States","anthropogenic"
"1307","BarbourDavis1969-a522","Lasionycteris noctivagans","","roost in","North America","United States","anthropogenic"
"1308","BarbourDavis1969-a523","Lasiurus cinereus","","roost in","North America","United States","anthropogenic"
"1309","BarbourDavis1969-a524","Lasiurus cinereus","","roost in","North America","United States","tree"
"1310","BarbourDavis1969-a525","Lasiurus cinereus","","roost in","North America","United States","nest"
"1311","BarbourDavis1969-a526","Lasiurus intermedius","","roost in","North America","United States","tree"
"1312","BarbourDavis1969-a527","Lasiurus intermedius","Arecaceae","roost in","North America","United States","tree"
"1313","BarbourDavis1969-a528","Lasiurus intermedius","Pinus palustris","roost in","North America","United States","tree"
"1314","BarbourDavis1969-a529","Lasiurus intermedius","Quercus cerris","roost in","North America","United States","tree"
"1315","BarbourDavis1969-a53","Leptonycteris nivalis","","roost in","Central America","Mexico","anthropogenic"
"1316","BarbourDavis1969-a530","Lasiurus intermedius","Tillandsia usneoides","roost in","North America","United States","foliage"
"1317","BarbourDavis1969-a531","Lasiurus intermedius","","roost in","Central America","Mexico","agricultural ecosystem"
"1318","BarbourDavis1969-a532","Lasiurus intermedius","Cocoseae","roost in","Central America","Mexico","tree"
"1319","BarbourDavis1969-a533","Lasiurus ega","Celtis","roost in","North America","United States","tree"
"1320","BarbourDavis1969-a534","Lasiurus ega","Platanus occidentalis","roost in","North America","United States","tree"
"1321","BarbourDavis1969-a535","Lasiurus ega","Cupressus","roost in","Central America","Mexico","tree"
"1322","BarbourDavis1969-a536","Lasiurus ega","Arecaceae","roost in","North America","United States","tree"
"1323","BarbourDavis1969-a537","Nycticeius humeralis","","roost in","","","anthropogenic"
"1324","BarbourDavis1969-a538","Nycticeius humeralis","","roost in","","","tree"
"1325","BarbourDavis1969-a539","Nycticeius humeralis","","roost in","","","anthropogenic"
"1326","BarbourDavis1969-a540","Nycticeius humeralis","Pinus","roost in","","","tree"
"1327","BarbourDavis1969-a541","Nycticeius humeralis","Cupressus","roost in","","","tree"
"1328","BarbourDavis1969-a542","Nycticeius humeralis","Tillandsia usneoides","roost in","North America","United States","foliage"
"1329","BarbourDavis1969-a543","Nycticeius humeralis","","roost in","North America","United States","cave"
"1330","BarbourDavis1969-a544","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"1331","BarbourDavis1969-a545","Tadarida brasiliensis","","roost in","North America","United States","anthropogenic"
"1332","BarbourDavis1969-a546","Nycticeius humeralis","","roost in","North America","United States","anthropogenic"
"1333","BarbourDavis1969-a547","Nycticeius humeralis","Cupressus","roost in","North America","United States","tree"
"1334","BarbourDavis1969-a548","Euderma maculatum","","roost in","","","rock shelter"
"1335","BarbourDavis1969-a549","Plecotus townsendii","","roost in","North America","United States","cave"
"1336","BarbourDavis1969-a55","Leptonycteris nivalis","","roost in","North America","United States","cave"
"1337","BarbourDavis1969-a550","Plecotus townsendii","","roost in","North America","United States","cave"
"1338","BarbourDavis1969-a551","Plecotus townsendii","","roost in","North America","United States","cave"
"1339","BarbourDavis1969-a552","Plecotus townsendii","","roost in","North America","United States","cave"
"1340","BarbourDavis1969-a553","Plecotus townsendii","","roost in","North America","United States","cave"
"1341","BarbourDavis1969-a554","Plecotus townsendii","","roost in","North America","United States","cave"
"1342","BarbourDavis1969-a555","Plecotus townsendii","","roost in","North America","United States","cave"
"1343","BarbourDavis1969-a556","Plecotus townsendii","","roost in","North America","United States","cave"
"1344","BarbourDavis1969-a557","Plecotus townsendii","","roost in","North America","United States","cave"
"1345","BarbourDavis1969-a558","Plecotus townsendii","","roost in","North America","United States","cave"
"1346","BarbourDavis1969-a559","Plecotus townsendii","","roost in","North America","United States","cave"
"1347","BarbourDavis1969-a56","Leptonycteris nivalis","","roost in","North America","United States","cave"
"1348","BarbourDavis1969-a560","Plecotus townsendii","","roost in","North America","United States","cave"
"1349","BarbourDavis1969-a561","Plecotus townsendii","","roost in","North America","United States","cave"
"1350","BarbourDavis1969-a562","Plecotus townsendii","","roost in","North America","United States","cave"
"1351","BarbourDavis1969-a563","Plecotus townsendii","","roost in","","","cave"
"1352","BarbourDavis1969-a564","Plecotus townsendii","","roost in","","","anthropogenic"
"1353","BarbourDavis1969-a565","Plecotus townsendii","","roost in","North America","United States","cave"
"1354","BarbourDavis1969-a566","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1355","BarbourDavis1969-a567","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1356","BarbourDavis1969-a568","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1357","BarbourDavis1969-a569","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1358","BarbourDavis1969-a57","Plecotus townsendii","","roost in","North America","United States","cave"
"1359","BarbourDavis1969-a570","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1360","BarbourDavis1969-a571","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1361","BarbourDavis1969-a572","Plecotus townsendii","","roost in","North America","United States","cave"
"1362","BarbourDavis1969-a573","Plecotus townsendii","","roost in","North America","United States","cave"
"1363","BarbourDavis1969-a574","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1364","BarbourDavis1969-a575","Plecotus townsendii","","roost in","North America","United States","cave"
"1365","BarbourDavis1969-a576","Plecotus townsendii","","roost in","","","cave"
"1366","BarbourDavis1969-a577","Plecotus townsendii","","roost in","","","cave"
"1367","BarbourDavis1969-a578","Plecotus townsendii","","roost in","North America","United States","cave"
"1368","BarbourDavis1969-a579","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1369","BarbourDavis1969-a58","Leptonycteris sanborni","","roost in","#N/A","Mexico, United States","cave"
"1370","BarbourDavis1969-a580","Plecotus townsendii","","roost in","North America","United States","cave"
"1371","BarbourDavis1969-a581","Plecotus townsendii","","roost in","","","anthropogenic"
"1372","BarbourDavis1969-a582","Plecotus townsendii","","roost in","","","anthropogenic"
"1373","BarbourDavis1969-a583","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
"1374","BarbourDavis1969-a584","Myotis leibii","","roost in","North America","United States","anthropogenic"
"1375","BarbourDavis1969-a585","Plecotus townsendii","","roost in","North America","United States","cave"
"1376","BarbourDavis1969-a586","Plecotus townsendii","","roost in","","","anthropogenic"
"1377","BarbourDavis1969-a587","Plecotus townsendii","","roost in","","","anthropogenic"
"1378","BarbourDavis1969-a588","Plecotus townsendii","","roost in","North America","United States","anthropogenic"
