referenceFileName,TaxonName,bat,trophic,roost,#N/A,usageKey_gbif,scientificName_gbif,rank_gbif,status_gbif,confidence_gbif,matchType_gbif,kingdom_gbif,phylum_gbif,order_gbif,family_gbif,genus_gbif,kingdomKey_gbif,phylumKey_gbif,classKey_gbif,orderKey_gbif,familyKey_gbif,genusKey_gbif,synonym_gbif,class_gbif,species_gbif,speciesKey_gbif,acceptedUsageKey_gbif,phylum_Expert,class_Expert,order_Expert,family_Expert,genus_Expert,species_Expert,canonicalName_Expert,authorship_Expert,scientificName_normalized_GBIF,key_GBIF,TaxonMatch_GBIF,confidence_GBIF,status_GBIF,rank_GBIF,kingdom_GBIF,phylum_GBIF,class_GBIF,order_GBIF,family_GBIF,genus_GBIF,species_GBIF,canonicalName_GBIF,authorship_GBIF,scientificName_normalized_Expert,key_GBIF
Goodwin_Greenhall_1961,Molossus,yes,NA,NA,NA,2433042,"Molossus E.Geoffroy, 1805",GENUS,ACCEPTED,94,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Molossus,yes,NA,NA,NA,2433042,"Molossus E.Geoffroy, 1805",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Molossus,yes,NA,NA,NA,2433042,"Molossus E.Geoffroy, 1805",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Molossus,yes,NA,NA,NA,2433042,"Molossus E.Geoffroy, 1805",GENUS,ACCEPTED,94,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwin_Greenhall_1961,Molossus ater,yes,NA,NA,NA,5218728,"Molossus ater E.Geoffroy, 1805",SPECIES,SYNONYM,98,HIGHERRANK,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,TRUE,Mammalia,Molossus rufus,5707248,5707248,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwin_Greenhall_1961,Molossus ater,yes,NA,NA,NA,5218728,"Molossus ater E.Geoffroy, 1805",SPECIES,SYNONYM,98,HIGHERRANK,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,TRUE,Mammalia,Molossus rufus,5707248,5707248,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwin_Greenhall_1961,Molossus ater,yes,NA,NA,NA,5218728,"Molossus ater E.Geoffroy, 1805",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,TRUE,Mammalia,Molossus rufus,5707248,5707248,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Molossus ater,yes,NA,NA,NA,5218728,"Molossus ater E.Geoffroy, 1805",SPECIES,SYNONYM,98,HIGHERRANK,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,TRUE,Mammalia,Molossus rufus,5707248,5707248,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Molossus ater,yes,NA,NA,NA,5218728,"Molossus ater E.Geoffroy, 1805",SPECIES,SYNONYM,98,HIGHERRANK,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,TRUE,Mammalia,Molossus rufus,5707248,5707248,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Molossus ater,yes,NA,NA,NA,5218728,"Molossus ater E.Geoffroy, 1805",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,TRUE,Mammalia,Molossus rufus,5707248,5707248,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwin_Greenhall_1961,Molossus ater ater,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Alvarez_1963,Molossus ater nigricans,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Molossus aztecus,yes,NA,NA,NA,5707238,"Molossus aztecus Saussure, 1860",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus aztecus,5707238,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bloedel_1955,Molossus bondae,yes,NA,NA,NA,5218726,"Molossus bondae J.A.Allen, 1904",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus bondae,5218726,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Molossus bondae,yes,NA,NA,NA,5218726,"Molossus bondae J.A.Allen, 1904",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus bondae,5218726,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bloedel_1955,Molossus coibensis,yes,NA,NA,NA,5707250,"Molossus coibensis J.A.Allen, 1904",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus coibensis,5707250,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Molossus daulensis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwin_Greenhall_1961,Molossus major,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
MoreiraMarrero_etal_2021,Molossus molossus,yes,NA,NA,NA,5218725,"Molossus molossus (Pallas, 1766)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus molossus,5218725,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Graham_1988,Molossus molossus,yes,NA,NA,NA,5218725,"Molossus molossus (Pallas, 1766)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus molossus,5218725,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Dick_etal_2009,Molossus molossus,yes,NA,NA,NA,5218725,"Molossus molossus (Pallas, 1766)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus molossus,5218725,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Molossus molossus,yes,NA,NA,NA,5218725,"Molossus molossus (Pallas, 1766)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus molossus,5218725,NA,,,,,,,,,,,,,,,,,,,,,,,,,
MoreiraMarrero_etal_2021,Molossus rufus,yes,NA,NA,NA,5707248,"Molossus rufus E.Geoffroy, 1805",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus rufus,5707248,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Dick_etal_2009,Molossus rufus,yes,NA,NA,NA,5707248,"Molossus rufus E.Geoffroy, 1805",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus rufus,5707248,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Molossus sinaloae,yes,NA,NA,NA,5218727,"Molossus sinaloae J.A.Allen, 1906",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,FALSE,Mammalia,Molossus sinaloae,5218727,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwin_Greenhall_1961,Molossus trinitatus,yes,NA,NA,NA,7528372,"Molossus trinitatus Goodwin, 1959",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Molossus,1,44,359,734,5719,2433042,TRUE,Mammalia,Molossus sinaloae,5218727,5218727,,,,,,,,,,,,,,,,,,,,,,,,,
Hood_Jones_1984,Monophyllus,yes,NA,NA,NA,2433238,"Monophyllus Leach, 1821",GENUS,ACCEPTED,92,EXACT,Animalia,Chordata,Chiroptera,Phyllostomidae,Monophyllus,1,44,359,734,9366,2433238,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Monophyllus portoriensis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Hood_Jones_1984,Mormoops,yes,NA,NA,NA,2432758,"Mormoops Leach, 1821",GENUS,ACCEPTED,94,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwin_Greenhall_1961,Mormoops megalophylla,yes,NA,NA,NA,2432759,"Mormoops megalophylla (Peters, 1864)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,Mormoops megalophylla,2432759,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Barbour_Davis_1969,Mormoops megalophylla,yes,NA,NA,NA,2432759,"Mormoops megalophylla (Peters, 1864)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,Mormoops megalophylla,2432759,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bonaccorso_etal_1992,Mormoops megalophylla,yes,NA,NA,NA,2432759,"Mormoops megalophylla (Peters, 1864)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,Mormoops megalophylla,2432759,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Mormoops megalophylla,yes,NA,NA,NA,2432759,"Mormoops megalophylla (Peters, 1864)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,Mormoops megalophylla,2432759,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Fleming_etal_1998,Mormoops megalophylla,yes,NA,NA,NA,2432759,"Mormoops megalophylla (Peters, 1864)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,Mormoops megalophylla,2432759,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Mormoops megalophylla,yes,NA,NA,NA,2432759,"Mormoops megalophylla (Peters, 1864)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,Mormoops megalophylla,2432759,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Hood_Jones_1984,Mormoops megalophylla,yes,NA,NA,NA,2432759,"Mormoops megalophylla (Peters, 1864)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Mormoopidae,Mormoops,1,44,359,734,9616,2432758,FALSE,Mammalia,Mormoops megalophylla,2432759,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Mormopterus minutus,yes,NA,NA,NA,2433050,"Mormopterus minutus (Miller, 1899)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Mormopterus,1,44,359,734,5719,2433048,FALSE,Mammalia,Mormopterus minutus,2433050,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Davison_1992,Mormopterus sp.,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bates_Harrison_1997,Murina aurata,yes,NA,NA,NA,2432324,"Murina aurata A.Milne-Edwards, 1872",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Murina,1,44,359,734,9368,2432317,FALSE,Mammalia,Murina aurata,2432324,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bates_Harrison_1997,Murina cyclotis,yes,NA,NA,NA,2432329,"Murina cyclotis Dobson, 1872",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Murina,1,44,359,734,9368,2432317,FALSE,Mammalia,Murina cyclotis,2432329,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bates_Harrison_1997,Murina grisea,yes,NA,NA,NA,2432320,"Murina grisea Peters, 1872",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Harpiola,1,44,359,734,9368,4831815,TRUE,Mammalia,Harpiola grisea,5787724,5787724,,,,,,,,,,,,,,,,,,,,,,,,,
Bates_Harrison_1997,Murina huttonii,yes,NA,NA,NA,8307118,"Murina huttonii (Peters, 1872)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Murina,1,44,359,734,9368,2432317,FALSE,Mammalia,Murina huttonii,8307118,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bates_Harrison_1997,Murina leucogaster,yes,NA,NA,NA,2432330,"Murina leucogaster A.Milne-Edwards, 1872",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Murina,1,44,359,734,9368,2432317,FALSE,Mammalia,Murina leucogaster,2432330,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bates_Harrison_1997,Murina tubinaris,yes,NA,NA,NA,2432332,"Murina tubinaris (Scully, 1881)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Murina,1,44,359,734,9368,2432317,FALSE,Mammalia,Murina tubinaris,2432332,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Arita_Ortega_1998,Musonycteris harrisoni,yes,NA,NA,NA,2433321,"Musonycteris harrisoni Schaldach & McLaughlin, 1960",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Phyllostomidae,Musonycteris,1,44,359,734,9366,2433320,FALSE,Mammalia,Musonycteris harrisoni,2433321,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myonycteris torquata,yes,NA,NA,NA,2432942,"Myonycteris torquata (Dobson, 1878)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Pteropodidae,Myonycteris,1,44,359,734,9367,2432940,FALSE,Mammalia,Myonycteris torquata,2432942,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myonycteris wroughtoni,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Gaisler_etal_1979,Myootis myotis,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myopterus,yes,NA,NA,NA,5218708,"Myopterus E.Geoffroy, 1818",GENUS,ACCEPTED,92,EXACT,Animalia,Chordata,Chiroptera,Molossidae,Myopterus,1,44,359,734,5719,5218708,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Gaisler_1970,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Gaisler_1970,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Gaisler_1970,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Gaisler_1970,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Gaisler_1970,Myotis,yes,NA,NA,NA,2432384,"Myotis Kaup, 1829",GENUS,ACCEPTED,94,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Graham_1988,Myotis albescens,yes,NA,NA,NA,2432424,"Myotis albescens (E.Geoffroy, 1806)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis albescens,2432424,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Handley_1976,Myotis albescens,yes,NA,NA,NA,2432424,"Myotis albescens (E.Geoffroy, 1806)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis albescens,2432424,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Barbour_Davis_1969,Myotis auriculus,yes,NA,NA,NA,2432438,"Myotis auriculus Baker & Stains, 1955",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis auriculus,2432438,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Barbour_Davis_1969,Myotis austroriparius,yes,NA,NA,NA,2432451,"Myotis austroriparius (Rhoads, 1897)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis austroriparius,2432451,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Jones_Manning_1989,Myotis austroriparius,yes,NA,NA,NA,2432451,"Myotis austroriparius (Rhoads, 1897)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis austroriparius,2432451,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Humphrey_1975,Myotis austroriparius,yes,NA,NA,NA,2432451,"Myotis austroriparius (Rhoads, 1897)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis austroriparius,2432451,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bagrowska-Urbanczyk_Urbanczyk_1983,Myotis bechsteini,yes,NA,NA,NA,4266427,"Myotis bechsteini (Kuhl, 1817)",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,TRUE,Mammalia,Myotis bechsteinii,2432427,2432427,,,,,,,,,,,,,,,,,,,,,,,,,
Kowalski_Ruprecht_1981,Myotis bechsteini,yes,NA,NA,NA,4266427,"Myotis bechsteini (Kuhl, 1817)",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,TRUE,Mammalia,Myotis bechsteinii,2432427,2432427,,,,,,,,,,,,,,,,,,,,,,,,,
Bogdanowicz_1983,Myotis bechsteini,yes,NA,NA,NA,4266427,"Myotis bechsteini (Kuhl, 1817)",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,TRUE,Mammalia,Myotis bechsteinii,2432427,2432427,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis bechsteini,yes,NA,NA,NA,4266427,"Myotis bechsteini (Kuhl, 1817)",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,TRUE,Mammalia,Myotis bechsteinii,2432427,2432427,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis bechsteinii,yes,NA,NA,NA,2432427,"Myotis bechsteinii (Kuhl, 1817)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis bechsteinii,2432427,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bates_Harrison_1997,Myotis blythii,yes,NA,NA,NA,2432414,"Myotis blythii (Tomes, 1857)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis blythii,2432414,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Fenton_1997,Myotis blythii,yes,NA,NA,NA,2432414,"Myotis blythii (Tomes, 1857)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis blythii,2432414,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brosset_1966a,Myotis bocagei,yes,NA,NA,NA,2432387,"Myotis bocagei (Peters, 1870)",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,TRUE,Mammalia,Myotis bocagii,7261886,7261886,,,,,,,,,,,,,,,,,,,,,,,,,
Findley_Wilson_1974,Myotis bocagei,yes,NA,NA,NA,2432387,"Myotis bocagei (Peters, 1870)",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,TRUE,Mammalia,Myotis bocagii,7261886,7261886,,,,,,,,,,,,,,,,,,,,,,,,,
Bogdanowicz_1983,Myotis brandii,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Bagrowska-Urbanczyk_Urbanczyk_1983,Myotis brandti,yes,NA,NA,NA,2432446,"Myotis brandti (Eversmann, 1845)",SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,TRUE,Mammalia,Myotis brandtii,7261875,7261875,,,,,,,,,,,,,,,,,,,,,,,,,
Gellman_Zielinski_1996,Myotis califomicus,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brigham_etal_1997,Myotis californicus,yes,NA,NA,NA,2432425,"Myotis californicus (Audubon & Bachman, 1842)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis californicus,2432425,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brigham_etal_1997,Myotis californicus,yes,NA,NA,NA,2432425,"Myotis californicus (Audubon & Bachman, 1842)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis californicus,2432425,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Brigham_etal_1997,Myotis californicus,yes,NA,NA,NA,2432425,"Myotis californicus (Audubon & Bachman, 1842)",SPECIES,ACCEPTED,92,FUZZY,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis californicus,2432425,NA,,,,,,,,,,,,,,,,,,,,,,,,,
Lumsden_etal_2002b,Myotis californicus,yes,NA,NA,NA,2432425,"Myotis californicus (Audubon & Bachman, 1842)",SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Chiroptera,Vespertilionidae,Myotis,1,44,359,734,9368,2432384,FALSE,Mammalia,Myotis californicus,2432425,NA,,,,,,,,,,,,,,,,,,,,,,,,,
